#MPI_Send				
#size[kB]	latency[ms]	bandwidth[Mb/s]	latency mavg	b mavg
2260	76.532005	261.328583	116.7364479	183.5101383
2261	108.627739	184.115036	119.5282223	177.99843405
2262	134.364548	148.848785	121.07656025	175.9562885
2263	121.244255	164.956268	121.43751985	175.576807
2264	96.022011	208.285583	124.5519459	172.77761155
2265	75.610992	264.51178	127.96613235	168.44954685
2266	123.398003	162.077179	132.01790695	161.60775875
2267	173.911987	115.000694	133.3729801	160.14844175
2268	121.542755	164.551147	130.76090505	162.6173272
2269	81.47699	245.468094	129.48550565	164.8026658
2270	75.160027	266.098907	129.2246307	165.64238215
2271	142.844498	140.01239	131.79914315	160.2331956
2272	150.237732	133.122345	132.80608055	159.3681764
2273	90.130745	221.899857	131.67771715	160.5447244
2274	77.727257	257.309998	135.163269	155.70591825
2275	141.513702	141.329071	139.03689455	149.28372735
2276	145.231491	137.711182	141.59839815	147.4055089
2277	147.394241	135.690506	142.18034775	146.89463545
2278	123.434723	162.028961	142.19786255	146.87854965
2279	128.323257	155.8564	139.9483386	151.5250096
2280	132.367493	151.094498	137.5755374	156.0981381
2281	139.594498	143.272125	134.84529905	161.40304455
2282	141.58374	141.259155	134.1827605	162.15435455
2283	183.532776	108.972359	133.2588378	163.21452455
2284	164.30574	121.724289	130.4494979	165.6185296
2285	156.646484	127.676018	129.32320015	166.5855073
2286	150.499466	132.890839	129.72566295	166.2735089
2287	121.670486	164.378403	129.35744015	166.61537745
2288	96.034767	208.257919	130.43221585	165.3813557
2289	76.259491	262.262421	130.11963995	166.10639465
2290	126.650276	157.915176	130.32229	165.44463695
2291	162.983246	122.712006	127.9142742	170.28936125
2292	127.670464	156.653305	123.72363815	176.7847241
2293	159.841782	125.123734	121.3683399	181.36447415
2294	155.199768	128.86618	117.3386394	187.72693825
2295	192.743774	103.764702	113.70897555	193.38921475
2296	156.870483	127.493713	108.057299	200.7464188
2297	147.744537	135.36879	104.2840866	206.6558045
2298	78.444244	254.95816	100.87019465	212.4712525
2299	80.867233	247.31897	102.00387195	209.61280145
2300	77.762726	257.192627	106.04538275	203.43124245
2301	126.343727	158.298325	110.9407952	196.26407095
2302	123.105286	162.462555	113.3540738	194.07622645
2303	127.345978	157.05246	116.33027085	191.42867355
2304	141.779785	141.063843	119.19108245	188.99427795
2305	164.69574	121.43605	119.2809926	188.90594175
2306	143.13501	139.72821	118.5825421	189.46866225
2307	143.166	139.697968	119.4848431	188.68645555
2308	89.783249	222.758698	118.8086438	189.4151062
2309	80.312492	249.027267	120.4718461	186.40412825
2310	78.48996	254.809662	122.629585	182.0520775
2311	79.170525	252.619263	124.07926225	178.6153473
2312	80.564499	248.248306	124.02254835	178.79894105
2313	79.247772	252.373016	125.64302295	175.23812105
2314	82.606491	242.11171	128.13962025	170.36062395
2315	79.710243	250.908783	129.072308	168.13058245
2316	81.406235	245.681427	129.0432091	168.22285235
2317	79.466698	251.67775	129.4301239	167.15651935
2318	101.11779	197.789139	132.6333881	161.53972015
2319	161.697449	123.68779	135.4778854	157.9790672
2320	175.670975	113.849197	134.6466987	158.68772505
2321	174.609299	114.541435	134.3560134	158.8825611
2322	182.629227	109.511497	134.35747365	158.88160325
2323	184.56221	108.364548	133.8833991	159.18144305
2324	143.577988	139.297119	133.4063262	159.4768238
2325	150.72673	132.69046	134.8236144	158.3284996
2326	161.18103	124.084076	135.42847665	157.83557815
2327	129.642014	154.270981	133.95666195	159.22181015
2328	123.047295	162.539139	136.21490015	157.22886315
2329	123.46727	161.986252	139.89258375	154.18835105
2330	107.483505	186.075058	142.50254545	151.7816433
2331	78.036247	256.291138	147.7397075	147.18983195
2332	112.973991	177.031906	151.91974255	140.5619793
2333	129.179718	154.823074	153.55835455	138.57162515
2334	101.260246	197.51088	154.94235645	137.20559315
2335	79.128265	252.754181	159.62443235	132.4608391
2336	89.144531	224.354767	164.0417328	125.7941967
2337	143.531982	139.341766	164.9979195	123.8127758
2338	158.007736	126.57608	161.76454625	129.52566185
2339	145.073715	137.860947	160.48812185	130.7452099
2340	169.857269	117.745918	157.9036225	134.56066625
2341	174.638504	114.522278	153.48591965	140.9428253
2342	173.147736	115.508293	151.81980635	142.2930389
2343	175.020752	114.272163	147.2466698	148.75977285
2344	171.923752	116.330635	143.42595865	153.1874809
2345	162.823975	122.832031	141.7623188	154.58330495
2346	131.744736	151.808716	140.6176563	155.588097
2347	174.806778	114.412041	142.1675083	154.14236485
2348	196.600967	101.728897	140.04841955	155.9732063
2349	175.666504	113.852097	136.69446985	158.60745925
2350	212.226746	94.238831	134.51608165	160.48494945
2351	161.636948	123.734085	130.2933071	163.5994941
2352	145.746231	137.224823	128.7221851	165.09242545
2353	156.859756	127.502434	127.91424975	165.94797585
2354	194.901764	102.615799	130.3335369	164.4450683
2355	167.474274	119.421333	127.8244106	166.22420955
2356	108.268265	184.726349	128.1062984	166.0297489
2357	78.864517	253.599487	129.16342195	164.5207653
2358	132.479248	150.967041	131.69445835	159.56367835
2359	93.383728	214.170074	134.5030712	157.31610565
2360	81.503212	245.389099	139.0737995	152.0189072
2361	141.316238	141.52655	142.30538785	146.59244085
2362	81.685005	244.842972	142.53542555	146.36932455
2363	98.606529	202.826324	142.43168985	146.68836675
2364	138.650955	144.247116	142.54904825	146.45258185
2365	139.930725	142.927872	142.34782605	146.66818395
2366	162.741776	122.894073	141.0575913	148.28403325
2367	132.425003	151.02887	136.8849415	154.75145425
2368	129.521973	154.413956	134.321492	159.52195595
2369	132.09874	151.401901	131.8114418	164.408265
2370	127.771255	156.529724	130.9703426	165.51294565
2371	130.214508	153.592712	132.8051792	163.76666995
2372	129.587524	154.335831	133.8004551	162.74837085
2373	205.245499	97.444283	135.1761784	161.3968713
2374	144.719238	138.198624	131.8670414	163.71565445
2375	173.11203	115.53212	130.8072651	164.9013348
2376	129.410736	154.546677	131.3310856	164.5716946
2377	129.485245	154.457748	132.56404995	163.3349163
2378	188.651505	106.015587	131.37637715	165.06992305
2379	184.798294	108.226105	126.0580872	171.9219231
2380	146.134979	136.859772	120.9860989	178.50699085
2381	145.916992	137.064224	117.8671128	183.6035515
2382	79.610291	251.223816	114.5814637	189.2185448
2383	100.953697	198.110626	119.98747335	181.9841393
2384	134.626511	148.559158	122.23453565	178.9328553
2385	114.12603	175.244858	122.10098535	179.0832093
2386	79.28878	252.242493	124.7131859	176.33166435
2387	81.156013	246.438904	129.3503468	169.53241165
2388	79.320969	252.140137	131.3403851	165.47788205
2389	115.276756	173.495514	133.37241175	161.2068829
2390	164.467987	121.60421	135.21923755	159.10183605
2391	150.120026	133.22673	137.0902634	157.9748547
2392	157.10199	127.30584	137.92667695	157.3069863
2393	139.062759	143.819946	139.57727815	156.20169565
2394	123.523712	161.912231	143.85342565	153.46334115
2395	183.58844	108.939316	147.11701515	150.66446575
2396	154.070023	129.811111	144.38341835	152.9744587
2397	105.731789	189.157883	140.74306455	158.78963435
2398	82.285706	243.055588	140.72781145	158.81700095
2399	83.358528	239.92746	146.47896195	151.73242145
2400	83.755257	238.790985	150.4029232	145.9150764
2401	80.20401	249.36409	153.5131622	140.82671735
2402	187.730484	106.535706	157.08711315	134.9512077
2403	145.894943	137.084946	154.8931648	136.5760345
2404	131.955505	151.566238	155.26165235	136.24644695
2405	166.370041	120.213959	156.7412628	134.8582565
2406	172.031998	116.257439	154.84671095	136.6309318
2407	120.956779	165.348312	154.3264221	137.00517495
2408	119.961502	166.720154	155.34419825	135.81428445
2409	152.213272	131.394577	156.30879785	134.6594253
2410	201.888504	99.064583	156.7963459	134.2638988
2411	166.848297	119.869362	154.8994457	135.4100715
2412	190.114014	105.200027	154.09364205	136.0508853
2413	224.585709	89.052856	152.99005315	136.7417686
2414	188.795502	105.934723	149.0725055	139.12744595
2415	128.916504	155.139175	146.4924945	141.11958995
2416	81.262947	246.114624	146.84841795	140.71368255
2417	105.426727	189.705215	148.8364951	136.67074205
2418	197.308716	101.363998	149.73429595	135.290342
2419	161.837753	123.580559	146.5794223	137.6730828
2420	145.960037	137.023804	145.6562244	138.46883055
2421	151.683029	131.853897	146.199184	137.9944096
2422	143.851517	139.032242	146.0360973	138.13929255
2423	153.264694	130.493195	142.94923245	143.365839
2424	161.547714	123.802429	139.5121578	148.6722507
2425	128.479004	155.667465	135.5809456	154.54144095
2426	161.626221	123.742302	133.30792235	158.8035694
2427	141.312302	141.530502	129.4172111	164.5479202
2428	139.253494	143.622971	127.07673335	168.0530983
2429	161.964233	123.484047	126.1545959	169.1493591
2430	163.9505	121.988037	124.4224346	170.8293201
2431	150.732224	132.685638	122.74359855	172.40017275
2432	168.042236	119.017693	123.1601749	172.05267825
2433	146.234756	136.766403	124.56901435	171.1981395
2434	137.195282	145.777603	126.28171505	169.9003303
2435	136.034973	147.021027	127.8081486	168.5736278
2436	121.02449	165.255814	129.13731425	167.37194665
2437	123.382744	162.097214	131.48411295	165.06293785
2438	134.211243	149.018814	132.8197403	163.62051155
2439	143.373795	139.495514	137.62143095	160.51276965
2440	156.819229	127.535385	139.3469047	159.159658
2441	148.421295	134.751556	142.3089576	157.4112266
2442	82.11422	243.563171	142.39268105	157.3360618
2443	84.523201	236.621429	146.0631587	151.58778835
2444	82.92347	241.186234	146.49914885	150.48138195
2445	83.018539	240.910034	146.60125185	150.1915496
2446	83.811996	238.629318	146.6045512	150.18198385
2447	94.502747	211.634064	147.58196325	147.92541875
2448	120.810745	165.548187	150.1479758	144.2013442
2449	127.321007	157.083267	152.21769095	142.08897125
2450	130.373779	153.40509	153.2027766	141.0364772
2451	159.063751	125.735748	154.6480014	139.644543
2452	196.219025	101.926918	153.88991425	140.30692935
2453	180.48877	110.810219	148.22311315	147.2757835
2454	167.723953	119.243553	143.47232465	153.43487355
2455	162.618286	122.987404	143.30196255	153.5585041
2456	167.960464	119.075638	144.01603495	153.06205365
2457	150.095291	133.248688	144.8285861	152.53681485
2458	230.245056	86.863976	145.52797195	151.96885675
2459	177.88327	112.433281	140.46154435	155.3826167
2460	216.060287	92.566757	135.67300525	161.93936755
2461	150.095764	133.24826	129.1836536	168.9021079
2462	155.523773	128.597702	125.92007865	174.0287742
2463	93.243004	214.493301	125.33948785	174.5475822
2464	84.96553	235.389587	128.819001	169.96416815
2465	83.084526	240.718719	129.14407275	169.1275982
2466	103.360237	193.498016	129.3284447	168.6161221
2467	145.822998	137.152573	128.388971	170.7656384
2468	162.205048	123.300728	125.3682076	175.6165516
2469	147.02272	136.033386	121.4326527	181.42843095
2470	159.278275	125.566406	118.33020445	186.3951012
2471	143.902008	138.983475	119.88216595	185.37115825
2472	82.883003	241.304001	122.666454	183.43231165
2473	85.473	233.99202	128.52667855	176.3649254
2474	164.316711	121.716164	130.7984265	172.30427935
2475	176.899734	113.058395	129.11852615	173.86848565
2476	184.211487	108.570862	128.20151415	174.5223465
2477	164.083008	121.889526	126.3274762	175.9090088
2478	128.916504	155.139175	125.47842605	176.61253665
2479	82.112488	243.568298	128.96065185	173.89181335
2480	86.273254	231.821564	135.56131485	166.3835515
2481	84.824265	235.781586	139.7471402	160.6751805
2482	143.911957	138.973862	142.20395095	156.3509892
2483	162.833267	122.82502	141.7680058	156.7991261
2484	91.466965	218.658188	141.5693051	156.9527554
2485	86.771965	230.489197	147.55592085	150.75471045
2486	84.570763	236.488342	155.1378579	143.42469295
2487	85.40773	234.170837	155.73986785	141.9510678
2488	83.49395	239.538315	155.76215715	141.89027225
2489	84.973755	235.366791	155.77865875	141.84311725
2490	190.317505	105.087547	158.4103703	137.34179735
2491	199.587769	100.206543	156.837431	138.38232165
2492	200.087494	99.956276	153.51039165	140.888136
2493	130.907959	152.779099	151.95673105	141.80698215
2494	130.718704	153.00029	152.88058205	140.8621411
2495	158.559494	126.135612	156.9364338	137.93276525
2496	146.730728	136.304108	160.67043265	135.9134236
2497	147.102005	135.960083	165.3492214	133.25957035
2498	198.56102	100.724709	164.11624525	134.62866595
2499	214.125748	93.403061	158.9637451	140.0624264
2500	169.989761	117.654144	157.8713203	140.59309655
2501	133.96048	149.29776	156.83661955	141.40850415
2502	135.193054	147.9366	159.58462065	139.2368481
2503	158.859253	125.897606	161.6954567	137.4766865
2504	211.19928	94.697289	163.87403335	136.1217663
2505	238.410706	83.888847	162.867469	136.62064095
2506	96.610962	207.015839	159.3371963	138.3854874
2507	85.853516	232.954926	164.5261741	133.02495155
2508	83.823982	238.595215	168.49514915	127.4292644
2509	137.607986	145.340393	172.00093645	121.9955524
2510	158.858719	125.898033	169.34352335	126.5684963
2511	133.046982	150.32283	165.75457565	131.75731885
2512	169.014282	118.333199	165.9293872	131.56486585
2513	149.384979	133.882278	162.29323535	136.03336595
2514	211.835739	94.412773	159.0702869	141.1142078
2515	233.239471	85.748779	152.8016994	147.9590782
2516	240.306503	83.227043	145.4460632	155.28243485
2517	122.442482	163.341995	137.6233139	163.04692575
2518	95.511017	209.399918	138.49285315	162.03120005
2519	192.277252	104.016464	141.21933935	158.2260601
2520	149.295746	133.962296	141.50148965	158.07777675
2521	188.920502	105.864639	143.5908024	156.6130173
2522	177.409775	112.733368	142.82342795	157.0810494
2523	202.430786	98.799202	143.3111156	156.78730205
2524	191.067993	104.674782	139.6228252	159.6194649
2525	167.805252	119.185776	137.9523868	160.72851945
2526	200.390518	99.805122	137.3023746	161.22897035
2527	165.233017	121.041183	134.1134128	163.5587536
2528	153.939728	129.920975	132.46156265	165.0712193
2529	84.459724	236.799271	131.99927475	165.4863087
2530	87.079765	229.674484	135.4090896	160.19702035
2531	136.543213	146.47377	139.5821628	154.576981
2532	96.291245	207.703201	138.72334055	155.63083385
2533	84.92601	235.499115	140.83482885	152.46479535
2534	86.463989	231.310181	143.48193045	147.9431523
2535	86.126747	232.215912	146.0781928	143.6036389
2536	83.851517	238.516861	146.55060415	142.4558331
2537	139.833267	143.027481	147.09700305	141.0807957
2538	150.040741	133.297119	144.84890085	144.47002605
2539	197.920258	101.050797	142.2135115	148.07918285
2540	191.082001	104.667107	137.03226185	153.63162955
2541	173.573013	115.225281	132.20218755	158.98246685
2542	187.163528	106.858421	128.3247866	167.10647655
2543	128.664978	155.442459	123.7217257	175.7835445
2544	157.659225	126.855873	124.3480746	177.45482975
2545	154.805008	129.194794	124.7369624	179.1714996
2546	136.611282	146.400787	124.67601575	181.393103
2547	132.196014	151.290497	125.44203595	182.848938
2548	144.69397	138.222763	123.70370285	188.96954195
2549	152.656021	131.013504	121.1190528	196.3951714
2550	170.541229	117.273697	118.1140357	204.2502396
2551	119.366768	167.550827	115.57889015	209.51265645
2552	138.521011	144.382431	118.46865265	208.6611832
2553	137.868042	145.066254	120.52210115	208.86638035
2554	138.389236	144.519913	123.09301485	208.65707095
2555	95.574974	209.259796	127.23925435	207.4556969
2556	94.779495	211.016113	135.0832199	202.2741913
2557	94.871223	210.812088	143.172126	196.92039875
2558	97.332954	205.480255	150.94764595	191.7049988
2559	94.295265	212.099731	155.18806305	188.75131
2560	94.480515	211.683853	158.91842005	186.040429
2561	96.024994	277.705475	159.18009225	188.82781685
2562	95.10231	280.39978	159.0594284	189.1857743
2563	141.191956	188.868164	161.40422745	184.55556955
2564	165.436981	161.18927	163.8442787	182.12996455
2565	153.586075	173.626862	164.3719307	181.6466882
2566	151.931686	175.517487	165.60294495	180.4473077
2567	97.429352	273.702576	166.67651215	179.3606492
2568	93.000969	286.735352	173.12189635	171.5664403
2569	92.555679	288.114868	177.44098015	164.66257295
2570	119.838318	222.522034	182.41177715	157.20230075
2571	177.162018	150.521362	186.4163273	152.74522295
2572	179.589981	148.486374	185.930843	153.18161975
2573	189.286316	140.880066	183.27435955	156.3007932
2574	221.314026	120.492432	182.34865915	157.0644567
2575	252.454285	105.629684	179.6531231	159.0046323
2576	256.557617	103.940262	175.87780875	161.25831885
2577	250.381622	106.504089	175.23159525	161.53401045
2578	182.141296	146.406479	174.73206525	161.7553251
2579	168.902405	157.882111	175.3468358	161.2924169
2580	99.713959	267.43161	175.74561815	160.93646135
